Run	Sample	Condition	sample_name
SRR2054428	SAMN03764226	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR271 DMM271_N2ref_EE.	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR271 DMM271_N2ref_EE.
SRR2054429	SAMN03764226	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR271 DMM271_N2ref_EE.	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR271 DMM271_N2ref_EE.
SRR089797	SAMN00189486	Caenorhabditis elegans embryo him-8(e1480) RNA sample 2	Caenorhabditis elegans embryo him-8(e1480) RNA sample 2
SRR125491	SAMN00189486	Caenorhabditis elegans embryo him-8(e1480) RNA sample 2	Caenorhabditis elegans embryo him-8(e1480) RNA sample 2
SRR2054424	SAMN03764225	Caenorhabditis elegans mec-4 mRNA-1 ALM PLM mechanosensory neuron library FGSR252 DMM252_mec-nrn_L1	Caenorhabditis elegans mec-4 mRNA-1 ALM PLM mechanosensory neuron library FGSR252 DMM252_mec-nrn_L1
SRR2054425	SAMN03764225	Caenorhabditis elegans mec-4 mRNA-1 ALM PLM mechanosensory neuron library FGSR252 DMM252_mec-nrn_L1	Caenorhabditis elegans mec-4 mRNA-1 ALM PLM mechanosensory neuron library FGSR252 DMM252_mec-nrn_L1
SRR2054430	SAMN03764227	Caenorhabditis elegans os1914 sheath cells of the cephalic sensilla library FGSR256 DMM256_cep-sh_LE.	Caenorhabditis elegans os1914 sheath cells of the cephalic sensilla library FGSR256 DMM256_cep-sh_LE.
SRR2054431	SAMN03764227	Caenorhabditis elegans os1914 sheath cells of the cephalic sensilla library FGSR256 DMM256_cep-sh_LE.	Caenorhabditis elegans os1914 sheath cells of the cephalic sensilla library FGSR256 DMM256_cep-sh_LE.
SRR493102	SAMN00990576	Caenorhabditis elegans sorted E cells – E2-E8 - library 1	Caenorhabditis elegans sorted E cells – E2-E8 - library 1
SRR493103	SAMN00990576	Caenorhabditis elegans sorted E cells – E2-E8 - library 1	Caenorhabditis elegans sorted E cells – E2-E8 - library 1
SRR089799	SRR089799	Caenorhabditis elegans strain JK1107 mid-L4 male soma only no DNaseI RNA sample 2	Caenorhabditis elegans strain JK1107 mid-L4 male soma only no DNaseI RNA sample 2
SRR2054449	SAMN03764234	Caenorhabditis elegans ttr-39 mRNA-1 GABAergic neurons DDs library FGSR302 DMM302_GABA-nrn_L1	Caenorhabditis elegans ttr-39 mRNA-1 GABAergic neurons DDs library FGSR302 DMM302_GABA-nrn_L1
SRR2054450	SAMN03764234	Caenorhabditis elegans ttr-39 mRNA-1 GABAergic neurons DDs library FGSR302 DMM302_GABA-nrn_L1	Caenorhabditis elegans ttr-39 mRNA-1 GABAergic neurons DDs library FGSR302 DMM302_GABA-nrn_L1
SRR2054447	SAMN03764233	Caenorhabditis elegans ttr-39 mRNA-1 GABAergic neurons DDs library FGSR303 DMM303_GABA-nrn_L1	Caenorhabditis elegans ttr-39 mRNA-1 GABAergic neurons DDs library FGSR303 DMM303_GABA-nrn_L1
SRR2054448	SAMN03764233	Caenorhabditis elegans ttr-39 mRNA-1 GABAergic neurons DDs library FGSR303 DMM303_GABA-nrn_L1	Caenorhabditis elegans ttr-39 mRNA-1 GABAergic neurons DDs library FGSR303 DMM303_GABA-nrn_L1
SRR2054422	SAMN03764224	Illumina sequencing of C. elegans mec-4 mRNA-2 ALM PLM mechanosensory neuron library FGSR253 total RNA DSN treated RNAseq random fragment library	Illumina sequencing of C. elegans mec-4 mRNA-2 ALM PLM mechanosensory neuron library FGSR253 total RNA DSN treated RNAseq random fragment library
SRR2054423	SAMN03764224	Illumina sequencing of C. elegans mec-4 mRNA-2 ALM PLM mechanosensory neuron library FGSR253 total RNA DSN treated RNAseq random fragment library	Illumina sequencing of C. elegans mec-4 mRNA-2 ALM PLM mechanosensory neuron library FGSR253 total RNA DSN treated RNAseq random fragment library
SRR006511	SAMN00000801	SAMN00000801	
SRR006512	SAMN00000801	SAMN00000801	
SRR006513	SAMN00000801	SAMN00000801	
SRR006514	SAMN00000802	SAMN00000802	
SRR006515	SAMN00000802	SAMN00000802	
SRR006516	SAMN00000802	SAMN00000802	
SRR006519	SAMN00000803	SAMN00000803	
SRR006520	SAMN00000803	SAMN00000803	
SRR006517	SAMN00000804	SAMN00000804	
SRR006518	SAMN00000804	SAMN00000804	
SRR016690	SAMN00003005	SAMN00003005	
SRR016691	SAMN00003005	SAMN00003005	
SRR016669	SAMN00003007	SAMN00003007	
SRR016670	SAMN00003007	SAMN00003007	
SRR016674	SAMN00003009	SAMN00003009	
SRR016675	SAMN00003009	SAMN00003009	
SRR016679	SAMN00003011	SAMN00003011	
SRR016680	SAMN00003011	SAMN00003011	
SRR016681	SAMN00003011	SAMN00003011	
SRR016683	SAMN00003011	SAMN00003011	
SRR023534	SAMN00003068	SAMN00003068	
SRR023535	SAMN00003068	SAMN00003068	
SRR023536	SAMN00003068	SAMN00003068	
SRR023537	SAMN00003068	SAMN00003068	
SRR027904	SAMN00003069	SAMN00003069	
SRR027905	SAMN00003069	SAMN00003069	
SRR027187	SAMN00003070	SAMN00003070	
SRR027188	SAMN00003070	SAMN00003070	
SRR027189	SAMN00003078	SAMN00003078	
SRR027190	SAMN00003078	SAMN00003078	
SRR027191	SAMN00003079	SAMN00003079	
SRR027192	SAMN00003079	SAMN00003079	
SRR023579	SAMN00003082	SAMN00003082	
SRR023580	SAMN00003082	SAMN00003082	
SRR023581	SAMN00003082	SAMN00003082	
SRR031113	SAMN00006160	SAMN00006160	
SRR031114	SAMN00006160	SAMN00006160	
SRR031115	SAMN00006161	SAMN00006161	
SRR031116	SAMN00006161	SAMN00006161	
SRR031117	SAMN00006162	SAMN00006162	
SRR031118	SAMN00006162	SAMN00006162	
SRR031119	SAMN00006162	SAMN00006162	
SRR031120	SAMN00006163	SAMN00006163	
SRR031121	SAMN00006163	SAMN00006163	
SRR031122	SAMN00006164	SAMN00006164	
SRR031123	SAMN00006164	SAMN00006164	
SRR016678	SRR016678	SRR016678	
