# Gene expression in TPM for each run in  study ERP000948
	ERR048962	ERR048970	ERR048972	ERR048961	ERR048967	ERR048969	ERR048974	ERR048964	ERR048963	ERR048971	ERR048973	ERR048965
WBGene00228343	0.76	0.31	0.36	2.06	3.04	1.56	19.81	49.1	12.8	12.04	17.09	3.61
WBGene00228344	195.04	181.48	186.5	35.87	94.05	87.94	18.97	24.04	17.91	18.72	18.78	61.84
WBGene00228346	21.75	23.47	24.51	127.77	31.29	28.44	271.09	125.48	132.46	125.66	140.46	18.87
WBGene00228347	5.22	6.83	5.28	1.35	17.92	17.14	0	45.42	0	0	0	0.46
WBGene00228348	0.23	0.28	0.4	22.85	1.82	1.87	2.62	77.22	0.3	0.41	0.33	0.84
WBGene00228350	2.27	1.73	1.76	6.59	17.4	14.79	43.15	74.29	6.05	9.27	8.37	1.94
WBGene00228352	7.86	7.44	8.14	45.08	2.21	1.89	22.54	70.28	10.83	14.62	10.88	3.17
WBGene00228353	27.1	30.17	22.23	43.36	39.83	40.42	118.66	56.07	144.78	160.42	153.61	33.54
WBGene00228355	1050.03	1012.05	1053.35	1528.14	273.91	259.92	2157.04	115.74	1977.94	1860.99	1846.71	773.38
WBGene00228357	28.04	30.72	28.13	73.06	7.31	6.52	137.05	4.18	66.52	68.68	74.94	0.53
WBGene00228358	0.21	0.77	0.4	29.48	18.94	11.75	0.05	279.44	0	0	0	0.99
WBGene00228359	3.87	5.19	4.56	10.32	5.03	6.27	20.43	14.82	13.22	13.39	12.76	3.81
WBGene00228360	0	0	0	0.2	0	0	0	0	0	0	0	0
WBGene00228361	5.13	2.97	4.25	12.69	8.8	6.33	15.6	35.67	3.18	4.37	4.09	6.49
WBGene00228364	1.85	2.55	4.62	12.75	5.99	5.25	152.26	56.65	12.56	18.4	14.08	9.75
WBGene00228367	7.55	6.63	7.4	7.86	23.47	22.02	51.69	89	27.93	27.51	31.57	0.8
WBGene00228369	3.06	3.44	2.73	1.61	12.86	8.44	41.24	55.89	2.22	3.55	3.02	3.3
WBGene00228373	2	2.47	3.19	1.93	22.83	19.35	7.94	367	0.88	1.22	0	14.74
WBGene00228374	0.64	0.56	0.78	2.53	1.87	2.17	1.82	50.21	0.73	0.17	0.1	0
WBGene00228376	138.33	156.76	156.76	20.63	76.26	81.83	36.86	41.1	29.18	30.03	28.53	78.54
WBGene00228377	240.79	244.32	254.63	31.26	145.88	158.16	50.97	80.06	44.05	47.19	44.01	133.86
WBGene00228379	0	0	0	4.31	6.38	0	130.46	207.83	17.3	6.8	16.18	0
WBGene00228380	60.66	64.22	62.42	84.94	67.4	62.9	51.41	255.36	28.52	31.92	29.23	37.55
WBGene00228383	52.24	38.9	56.34	71.97	174.99	166.62	47.01	5.48	14.35	15.69	17.88	10.87
WBGene00228384	12.32	15.27	21.06	86.1	71.46	65.15	127.14	188.02	53.05	49.33	58.73	26
WBGene00228385	5.83	4.52	6.28	19.87	17.51	9	11.03	233.64	7.76	8	11.9	4.61
WBGene00228386	154.12	189.99	129.76	51.8	172.56	174.42	56.85	17.59	48.83	43.87	50.09	79.49
WBGene00228388	2.54	2	3.09	35.71	10.68	9.35	2.33	238.87	1.84	2.53	3.01	4.01
WBGene00228390	15.05	17.57	18.71	6.65	37.66	34.56	67.03	90.99	12.46	14.65	14.09	8
WBGene00228395	46.28	55.94	54.22	26.18	47.73	45.29	36.83	298.36	31.08	29.41	31.82	46.28
WBGene00228397	15.02	17.96	15.37	33.79	24.87	17.34	23.98	212.23	9.29	6.15	8.17	4.51
WBGene00228398	0	0	0.23	278.3	1.63	0	0	52.95	0.63	0	0	3.75
WBGene00228399	0	0	0.49	69.13	0.87	0.45	2.8	34.16	0	0.93	0	0
WBGene00228403	12.46	14.78	20.21	20.29	33.95	29.35	14.77	352.91	8.69	9.2	9.61	11.04
WBGene00228409	0.63	0	0.3	4.73	3.23	2.21	27.77	79.51	2.5	3.44	3.41	0
WBGene00228410	36.65	36.5	47.46	15.18	39.86	39.22	41.87	7.32	16.97	7.78	12.11	55.41
WBGene00228411	91.3	89.26	98.83	41.24	87.35	91.94	37.6	0	27.25	32.35	32.1	66.82
WBGene00228412	360.99	460.97	487.24	250.19	394.24	424.54	426.85	56.58	427.64	518.44	488.89	709.89
WBGene00228413	91.79	99.4	122.19	14.91	82.91	73.64	0.77	57.48	0.34	0.94	0.84	1.63
WBGene00228415	122.38	117.6	136.1	46.51	77.21	82.31	39.62	40.28	34.52	41.14	36.54	43.61
WBGene00228416	74.92	98.23	114.39	48.62	95.52	81.38	40.58	369.24	29.25	32.6	34.5	47.98
WBGene00228417	1.61	3	1.55	29.5	4.15	4.27	1.11	30.08	1.07	0	0	0
WBGene00228418	76.75	84.43	90.04	377.78	2.2	0.97	443.9	4.1	465.41	465.67	490.89	4.06
WBGene00228423	0	4	0.39	0	1.38	0	0.37	30.04	0	0	0	1.28
WBGene00228425	3.57	2.65	3.41	11.58	2.45	0	0.16	0	0	0	0	0
WBGene00228427	357.06	365.95	385.59	237.03	221.86	221.52	278.83	67.58	333.56	370.12	364.65	143.88
WBGene00228429	3.86	0	1.23	0.75	30.92	20.43	14.47	0	6.85	4.71	7.01	6.11
WBGene00228433	7.56	6.15	7.69	1.64	0.81	0.21	0.49	10.56	0	0	0	15.33
WBGene00228439	3.98	3.02	5.83	1099.5	12.53	8.78	0.3	24.74	0.59	2.43	1.69	23.82
WBGene00228442	171.18	163.39	137.62	197.75	153.62	174.47	394.35	11.84	650.83	610.08	660.74	127.89
WBGene00228444	2.09	0	2.5	1.82	1.79	4.6	3.35	0	1.39	0	1.14	1.65
WBGene00228445	74.29	78.01	78.8	157.6	94.35	90.57	172.44	61.44	137.84	145.34	151.16	62.95
WBGene00228446	4.37	7.53	5.93	125.17	2.92	5.78	0.22	0	0	0	0.26	1.15
WBGene00228452	65.64	66.76	65.92	6.16	87.21	86.94	6.79	0	7.57	7.63	8.26	1.8
WBGene00228455	126.31	117.02	140.79	164.59	157.94	153.33	116.07	156.59	73.77	80.26	87.08	218.17
WBGene00228457	142.24	133.61	104.02	22.14	147.54	180.06	9.72	3.13	17.29	14.57	19.17	60.42
WBGene00228458	2.67	4.41	3.27	16.7	3.06	3.66	19.54	170.36	7.11	8.68	6.46	4.7
WBGene00228459	16.31	20.57	23	33.07	38.87	29.76	31.44	193.61	11.51	15.04	10.21	25.12
WBGene00228462	7.35	7.86	9.79	7.48	15.72	14.2	30.95	84.83	18.62	20.99	21.7	6.06
WBGene00228463	41.22	46.19	48.2	67.56	39.96	40.74	14.79	10.68	8.1	12.45	14.04	17.01
WBGene00228464	0.84	2.08	1.01	0.73	2.16	2.96	5.2	0	1.68	1.54	0.46	0
WBGene00228465	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00228467	0.74	0	0.88	17.53	5.69	3.25	1.01	93.4	0.49	0.67	0.4	0
WBGene00228468	0	0	0	0	0	0	0.2	0	0	0	0	0
WBGene00228476	116.68	119.66	144.85	39.96	60.79	68.61	31.37	123.16	21.18	22.56	21.45	51.67
WBGene00228477	20.6	19.92	23.53	31.18	28.07	25.49	18.78	101.64	17.56	16.66	17.11	17.15
WBGene00228479	21.63	21.52	22.58	25.47	29.21	27.65	16.83	25.05	12.81	15.56	13.17	25.88
WBGene00228481	188.36	214.38	225.64	142.66	232.55	231.85	60.76	159.03	73.82	77.88	75.5	209.47
WBGene00228483	64.37	75.83	80	119.62	192.25	181.85	33.11	161.3	40.83	40.8	45.75	41.06
WBGene00228484	46.54	52.05	47.37	19.67	66.4	68.11	73.47	39.9	46.18	47.42	46.75	27.15
WBGene00228488	67.4	64.31	60.99	59.53	100.32	99.67	257.4	135.67	209.09	202.46	189.65	37.39
WBGene00228489	1.68	2.49	3.37	3.69	8.04	8.27	18.05	29.96	0	0	0	3.18
WBGene00228492	36.83	58.72	54.73	2.69	27.83	24.29	4.02	0	3.08	0.94	4.76	53.8
WBGene00228493	2.45	3.03	2.34	2.84	2.1	1.08	0	0	0	0	0	9.69
WBGene00228494	0.67	0.83	0.48	56.34	4.6	6.79	0	342.02	0	0	0.73	2.65
WBGene00228495	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00228496	0	1.61	0.31	1.13	1.11	2.28	1.04	14.49	0	0	0	0
WBGene00228497	0	0	0	141.33	0	0	0	0	0	0	0	1.09
WBGene00228498	1.16	0.72	1.39	1.01	5.97	4.6	0.53	0	0	0	0	0.92
WBGene00228499	2.73	1.13	4.79	0	9.36	5.61	1.46	20.34	0	1.66	0	0
WBGene00228504	1.67	1.56	0.6	6.07	2.15	4.06	4.32	62.36	2.78	0	2.28	3.97
WBGene00228510	26.64	27.51	11.81	2.86	15.23	11.3	0.68	3.68	5.9	3.61	7.51	8.59
WBGene00228515	0	0	0	0	0	0	0.08	15.89	0	0	0	0
WBGene00228516	10.36	11.29	9.72	64.64	52.59	50.38	73.15	86.45	26.44	20.44	24.34	11.8
WBGene00228520	3.76	6.52	5.75	102.39	54.12	58.92	89.75	11.2	39.95	53.54	36.78	8.32
WBGene00228522	0.95	1.18	1.14	8.76	23.47	19.21	0.84	317.71	0.63	0.29	0.52	1.26
WBGene00228524	5.07	4.18	7.54	7.51	23.17	22.57	1.74	16.78	2.62	3.09	2.14	1.34
WBGene00228525	19.49	23.67	25.21	23.27	31.11	26.18	51.09	119.33	24.88	20.1	29.18	13.43
WBGene00228526	3.34	2.68	4.33	22.46	2.7	1.21	4.01	71.8	5.49	6.83	6.85	0.31
WBGene00228527	48.68	63.11	58.03	62.48	17.01	21.85	488.14	0	541.74	592.27	583.1	4.99
WBGene00228530	5.85	8.34	7.56	1.02	1	1.29	0.27	50.14	0.39	0	0	0.46
WBGene00228531	0	0	0	0.94	0	0	0	36.34	0	0	1.77	5.14
WBGene00228532	1.72	2.44	1.77	22.4	1.69	0.87	1.92	5.5	2.29	1.8	1.61	0.39
WBGene00228533	11.61	11.51	9.32	403.4	25.44	30.39	41.95	39.94	11.16	11.43	16.91	25.44
WBGene00228537	2.72	2.11	2.85	48.53	4.67	3.45	0.2	0	0	0.31	0	28.8
WBGene00228538	94.31	79.91	86.1	815.55	254.09	280.09	292.59	5.42	422.27	437.33	431.04	474.16
WBGene00228539	0	0.9	0	1.69	2.5	0	0.84	0	1.94	0	0.79	6.92
WBGene00228540	0.58	0.36	0.42	31.94	3.5	1.54	2.87	13.03	1.16	0.53	0.32	1.84
WBGene00228541	0	0	0	0	0	0	0.25	0	0	0	0	1.71
WBGene00228542	0.86	0	0	2.5	1.48	1.52	2.77	0	3.44	1.58	0.94	1.36
WBGene00228543	62.82	42.1	45.95	41.7	64.38	58.14	29.17	0	16.28	18.77	17.62	63.76
WBGene00228545	13.97	14.19	19.79	17.01	36.41	34.21	57.97	114.49	33.8	27.06	34.04	40.66
WBGene00228549	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00228550	10.52	7.45	8.63	0.87	5.15	6.62	1.72	0	0	0	6.54	2.38
WBGene00228551	0	0	1.06	14.75	1.9	1.95	0.51	24.72	0	2.02	1.2	8.75
WBGene00228552	0	0	0	0	0	0	0.13	0	0	0	0	0
WBGene00228555	0	0	0.11	4.92	0	0.42	4.1	19.31	0	0.43	0.26	0
WBGene00228556	6.54	5.09	5.75	8.2	27.12	20.9	10.67	310.39	6.87	6.67	5.62	11.55
WBGene00228559	2.7	3.15	3.95	8.57	5.18	5.6	45.16	14.2	20.06	20.32	19.87	9.3
WBGene00228560	0.4	0.49	0.19	13.2	3.2	2.23	2.41	139.86	0	0	0.14	0.21
WBGene00228561	2.94	0.91	0	2.13	5.04	0.65	1.35	0	8.79	4.03	6.39	2.32
WBGene00228562	7.65	12.63	13.24	20.06	8.12	6.42	1.84	0	2.9	2.66	2.77	54.16
WBGene00228563	369.65	257	281.06	34.19	70.87	58.01	59.12	125.21	56.03	41.78	49.15	240.15
WBGene00228566	9.4	9.49	10.52	49.8	18.6	15.41	38.58	370.56	14.61	20.87	20.76	16.7
WBGene00228567	39.8	43.8	49.16	11.22	45.38	40.16	0.25	18.23	0	0.81	1.21	0
WBGene00228569	10.53	11.03	13.31	3.4	14.11	12.65	14.15	67.74	7	7.87	8.78	1.82
WBGene00228570	3.85	5.96	5.07	11.17	18.16	23.75	10.6	0	5.12	8.8	5.24	1.52
WBGene00228572	5.67	4.79	8.01	5.68	24.74	25.19	45.42	36.47	5.82	8.47	8.41	0
WBGene00228573	8.45	7.85	9.91	2.21	21.74	14.52	12.6	525.88	4.49	10.04	9.66	36.11
WBGene00228574	321.47	368.49	337.57	98.76	212.02	208.45	43.73	163.68	58.16	52.57	57.1	187.73
WBGene00228575	0	0	0	4.69	10.41	8.92	30.39	98.03	0	9.25	0	3.2
WBGene00228577	0	0.26	0.2	40.36	1.09	0.94	0.54	79.29	0	0	0.69	0.67
WBGene00228578	42.34	40.8	46.21	70.29	72.24	75.8	49.93	210.34	27.4	31.11	31.68	36.15
WBGene00228581	3224.13	2759.06	2134.12	704.66	1538.48	1544.07	546.51	145.56	1105.43	1072.17	1076.34	1862.6
WBGene00228582	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00228584	9.87	11.12	16.64	14.57	30.02	27.08	44.96	117.03	6.86	11.07	9.28	11.36
WBGene00228585	17.69	15.89	16.08	13.55	37.58	37.33	23.93	44.75	12.52	10.38	14.48	16.95
WBGene00228586	202.41	207.13	200.68	42.23	134.09	134.81	33.23	69.84	34.18	35.86	38.26	198.35
WBGene00228587	11.51	10.7	14.9	10.17	16.6	15.45	74.33	15.6	23.65	22	25.34	21.11
WBGene00228588	34.13	26.43	25.87	158.1	2.03	2.09	9.24	17.66	8.82	3.03	7.22	1.13
WBGene00228589	10.24	11.2	11.44	56.85	4.82	1.95	152.59	67.36	41.39	46.62	50.92	0.64
WBGene00228590	0	0	0.77	0.31	0	1.89	0	15.98	4.28	0.98	1.17	0
WBGene00228592	4.9	18.2	9.37	2.13	8.4	6.47	0.84	91.23	8.14	24.61	21.31	52.3
WBGene00228594	1.95	1.93	3.45	34.87	12.01	12.86	1.61	0	0.26	0	1.06	4.93
WBGene00228600	49.79	48.5	50.99	50.85	63.55	60.2	10.99	23.74	17.83	17	15.5	10.08
WBGene00228610	330.93	332.98	358.74	204.01	754.82	765.23	235.65	111.5	200.88	231.62	222.17	500.88
WBGene00228612	223.42	219.44	233.38	236.2	158.9	161.03	157.95	192.77	207.68	229.91	203.03	187.16
WBGene00228615	283.91	303.1	311.41	57.11	92.58	88.45	56.78	29.4	54.13	64.89	67.65	119.36
WBGene00228618	413.44	444.31	435.41	121.34	339.87	345.03	111.31	30.13	97.71	98	95.55	276.95
WBGene00228620	350.13	344.35	373.18	199.28	194.84	203.47	90.69	0	115.93	121.42	122.79	339.07
WBGene00228622	1015.54	1134.72	805.32	220.06	782.89	787.71	228.02	6.52	224.71	248.38	242.28	849.81
WBGene00228623	253.46	237.97	247.5	322.01	758.85	758.33	629.89	10.64	381.28	385.13	414.69	201.84
WBGene00228624	29.66	39.04	41.69	8.06	38.15	40.02	14.66	0	12.32	23.71	8.07	19.06
WBGene00228625	13.93	19.42	16.25	55.21	87.61	84.14	215.76	93	140.07	136.85	154.73	15.61
WBGene00228638	25.11	48.08	32.89	174.15	1.74	1.79	105.9	0	82.61	82.04	88.85	0.4
WBGene00228639	466.16	504.75	564.86	48.27	217.55	213.63	2.07	121.43	2.93	2.82	1.68	3.14
WBGene00228640	0	0	0	0	0	0	0.22	0	0	0	0	0
WBGene00228641	71.02	112.91	45.53	8.55	163.19	165.32	1.84	49.93	35.63	29.39	27.7	48.77
WBGene00228643	3.76	4.41	3.13	9.3	4.75	6.63	1.23	0	0.26	1.81	0.65	5.95
WBGene00228644	1.16	2.16	1.25	20.52	8.45	6.13	0.33	34.57	0	0	0.63	2.75
WBGene00228645	54.49	53.13	58.57	3.63	113.39	125.95	0	19.97	0	0	0	22.62
WBGene00228648	0.32	1.17	0.15	55.31	18.42	13.08	1.81	913.11	0.42	0	0	2
WBGene00228649	13.16	15.72	16.87	8.99	12.9	15.18	10.35	3.5	5.21	7.73	5.11	8.68
WBGene00228651	37.26	47.2	52.55	24.53	22.58	19.75	78.49	66.8	69.64	72.69	66.75	30.58
WBGene00228653	15.05	19.57	19.28	22.28	49.37	50.48	66.89	52.93	11.31	16.06	18.41	19.82
WBGene00228654	1.07	2.32	1.79	37.67	11	7.3	0.55	15.93	0.71	0.98	0.58	1.69
WBGene00228655	32.86	40.89	49.86	2.31	55.35	52.58	2.67	196.54	0.78	0.54	0.64	10.96
WBGene00228657	40.59	25.96	25.58	16.64	38.39	34.3	38.24	35.48	37.51	28.93	29.27	47.28
WBGene00228658	35.3	22.94	22.46	6.16	49.62	46.62	34.77	102.52	20.71	19.41	21.79	8.32
WBGene00228660	0	0	0.08	37.29	5.15	2.96	0.32	602.93	0.23	0	0	1.12
WBGene00228662	2.54	1.58	1.06	2.58	2.18	4.2	2.04	52.11	2.11	0.58	4.84	1.51
WBGene00228663	7.91	10.46	11.99	5.2	18.09	23.01	6.65	389.13	1.05	4.34	1.72	1.25
WBGene00228664	11.09	11.12	11.35	49.8	23.09	28.73	15.36	42.28	10.02	9.29	10.13	11.52
WBGene00228666	3.85	3.78	3.58	3.33	2.37	1.67	0.32	33.05	0.19	0.13	0	2.3
WBGene00228668	1.41	2.9	2.24	10.05	6.43	6.19	3.54	0	1.87	0.86	0.51	18.53
WBGene00228669	0	0	0	64.74	0	0	0.62	8.08	0	0.99	0	0.86
WBGene00228670	8.88	8.71	9.56	91.2	22.85	21.19	20.53	0	17.71	21.64	22.95	22.83
WBGene00228672	1.62	1.34	0.52	9.06	0	0.47	0.25	0	0	0	0	4.26
WBGene00228673	0	0	0	19.1	0	0	0.29	13.98	0.55	0.76	0.23	0.99
WBGene00228674	0	0	0	3.68	0.99	2.54	0.93	25.78	2.3	0	0.63	1.82
WBGene00228675	0.2	0	0.57	114.87	1.72	1.94	0.41	28.33	0	0	0.44	7.28
WBGene00228676	76.29	91.81	93.54	101.76	162.8	167.88	133.6	8.17	86.5	83.85	88.07	103.81
WBGene00228677	44.19	52.35	46.19	35.97	100.06	91.19	60.57	1.44	29.63	36.48	35.85	69.92
WBGene00228678	0	0	0	0.48	1.43	1.47	0	105.57	0	1.52	0	0
WBGene00228679	76.5	79.46	88.32	26.66	64.5	70.13	5.43	64.3	13.7	14.59	11.35	8.15
WBGene00228680	33.55	33.14	32.82	24.6	31.18	31.91	25.86	87	11.59	17.56	17.37	33.2
WBGene00228681	11.54	8.7	7.44	28.51	15.49	10.17	4.03	29.91	4.67	0.92	2.18	1.59
WBGene00228682	25.93	27.95	31.69	22.6	73.35	72.27	35.21	58.6	14.49	15.25	14.71	24.56
WBGene00228683	0.72	0.9	0.35	98.65	14.9	7.02	0	345.21	0	0	0	1.15
WBGene00228684	13.43	15.22	14.15	88.38	64.52	64.27	87.49	228.84	58.69	60.33	59.31	50.41
WBGene00228685	8.8	12.95	11.05	17.01	43.39	42.4	87.34	65.56	18.16	23.78	23.33	12.33
WBGene00228686	12.72	11.72	15.22	40.89	56.04	43.64	72.24	52.54	26.06	23.88	25.44	14.69
WBGene00228687	123.3	168.73	136.64	75.1	162.21	156.92	90.33	136.05	104.25	111.76	115.49	63.3
WBGene00228688	77.2	85.35	95.96	127.6	70.19	73.32	65.9	50.82	58.03	59.33	60.85	60
WBGene00228690	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00228692	59.61	60.92	63.23	6.05	53.71	49.38	0.38	40.94	0.37	0.5	0.3	2.17
WBGene00228694	17.98	16.99	20.77	18.87	27.75	24.45	50.92	217.76	36.39	38.75	37.68	23.64
WBGene00228698	1.36	0.68	1.96	0.95	7.48	5.76	22.68	0	2.9	5.48	3.85	2.59
WBGene00228699	2.59	3.45	2.29	16.51	5.46	4.39	175.65	84.58	446.08	433.77	448.25	4.1
WBGene00228700	4.14	1.6	3.1	5.86	8.88	8.44	17.39	42.45	4.13	6.62	5.92	92.59
WBGene00228701	2.46	2.44	2.59	16.37	7.04	5.49	14.34	96.6	7.42	7.8	9.82	6.23
WBGene00228703	41.53	50.41	66.12	18.68	34.89	50.79	38.09	75.79	95.78	122.36	103.28	49.62
WBGene00228704	0.63	0	0.3	1.09	1.08	1.66	1.01	37.42	1.67	0	2.73	0.99
WBGene00228705	208.84	233.01	212	849.29	280.04	283.11	3001.53	298.57	5045.84	4947.93	4916.94	52.3
WBGene00228707	1.74	1.54	2.02	0.43	1.7	1.31	1245.68	62.92	0	0	0.54	0.39
WBGene00228711	32.9	27.8	26.7	15.09	91.33	84.61	19.34	122.6	89.28	70.25	77.3	28.87
WBGene00228712	7.21	6.24	8.51	8.86	9.78	10.5	7.12	42.51	7.58	4.6	9.13	9.03
WBGene00228713	9.12	9.34	10.24	7.7	9.46	9.92	20.13	39.42	27.98	32.09	34.17	36.51
WBGene00228714	0	0	0	35.24	1.8	1.85	0.16	65.05	0	0	0	1.66
WBGene00228720	0	0	0	36.97	2.43	0	0	0	0	0	0	0
WBGene00228724	14.43	9.86	16.07	7.5	70.82	61.37	0.29	68.58	1.65	0.91	2.44	0.79
WBGene00228731	16.63	23.69	24.75	14.64	31.48	33.86	165.16	49.15	74.99	80.71	79.05	29.04
WBGene00228732	38.11	30.46	35.69	31.61	12.3	11.19	34.2	111.46	19.07	15.73	18.5	30.15
WBGene00228735	3.86	0	3.08	2.99	2.21	4.54	0.3	0	3.42	2.35	1.4	0
WBGene00228737	6.04	7.22	7.83	2.42	27.34	21.32	20.85	70.39	3.36	4.36	5.31	1.83
WBGene00228738	0.8	0	1.02	8.68	0.92	0.71	14.4	13.94	4.26	5.37	4.94	0.85
WBGene00228740	0	0	0	3.83	11.34	1.94	2.02	82.11	5.86	16.11	7.19	3.49
WBGene00228741	0.23	0	0.11	28.69	1.18	0.2	0	73.72	0	0	0	0.36
WBGene00228743	11.7	11.45	12.97	12.32	6.34	4.34	121.53	18.36	92.94	104.68	90.13	3.9
WBGene00228746	1.69	2.1	2.84	4.42	18.87	22.75	10.67	334.27	0	2.32	1.38	0
WBGene00228747	0	0	0	4.48	0.74	1.13	0	28.79	0	0	0	0
WBGene00228748	0	0.67	0	0.63	1.85	1.66	0.56	128.52	0	0	0	0.43
WBGene00228751	22.85	35.11	32.15	6.36	32.92	37.05	175.2	10.22	72.3	65.14	66.62	2.89
WBGene00228754	0	2.36	0.91	4.42	4.91	3.36	0.66	14.21	1.27	0	0	0
WBGene00228755	18.57	19.39	23.17	28.33	66.35	65.65	226.88	116.83	419.12	448.27	463.08	5.87
WBGene00228756	85.48	77.53	74.13	21.62	85.04	78.64	25.25	188.56	51.83	53.12	53.95	61.14
WBGene00228757	240.35	214.81	215.35	21.71	542.7	514.22	241.41	44.04	27.24	40.33	30.87	1082.94
WBGene00228758	0	1.4	0.54	41.83	21.26	21.85	3.1	109.16	1.5	0	0	10.7
WBGene00228761	5.67	1.17	1.81	1.64	34.02	20.8	9.31	0	3.77	1.73	1.03	1.49
WBGene00228762	171.85	184.73	206.06	149.5	79.67	69.37	127.16	138.45	122.27	130.72	143.52	103.99
WBGene00228763	5.71	7.34	7.14	25.72	8.66	9.09	847.52	96.53	239.06	239.13	264.19	3.47
WBGene00228764	4.52	4.82	4.11	8.65	14.73	12.35	14.41	74.77	5.29	6.44	6.29	5.44
WBGene00228767	2.19	2.94	3.15	5.3	16.91	15.77	0.46	122.48	0.49	0	0.6	0.58
WBGene00228770	40.78	55.12	45.68	19.89	25.43	30.22	3.19	455.81	11.09	10.16	10.08	19.06
WBGene00228773	0	0.36	0	74.16	1.99	3.07	8.04	0	1.16	3.18	2.84	1.84
WBGene00228774	218.77	227.57	241.88	77.03	93.42	109.55	47.55	5.39	68.81	71.1	74.22	133.42
WBGene00228775	5.03	4.68	2.71	8.75	7.55	1.66	5.91	4.69	0	0	0	623.96
WBGene00228776	24.09	19.21	25	0.83	17.19	17.03	5.09	19.56	0.95	2.18	1.04	15.1
WBGene00228779	0	0	0	19.37	0.87	0.89	0	7.54	0	0	0	0.8
WBGene00228780	277.65	207.7	104.67	23.63	6.06	9.1	255.16	12.15	12459.7	7925.64	6869.55	159.48
WBGene00228781	60.43	75.47	87.96	83.18	112.05	103.66	171.18	60.52	89.55	103.02	91.35	82.58
WBGene00228782	606.63	596.67	631.71	124.02	297.36	294.58	187.41	26.57	141.32	151.64	147.52	362.14
WBGene00228785	5.6	3.15	5.12	16.97	12.66	11.89	30.52	0	199.96	170.22	184.4	3.62
WBGene00228788	28.37	36.9	37.43	32.82	17.21	19.34	71.92	8.18	51.89	54.42	47.92	21.82
WBGene00228789	9.06	10.57	10.97	12.21	16.46	11.74	11.74	0	9.57	13.15	11.89	13.08
WBGene00228794	87.75	97.04	93.91	52.35	87.98	88.17	74.6	188.88	52.94	53.35	57.44	71.85
WBGene00228795	31.79	41.27	36.23	144.87	88.29	97.39	84.53	5.64	106.68	118.97	112.01	108.99
WBGene00228796	0.41	0	0.49	42.66	1.74	1.79	0.56	12.11	0.54	0.37	0.22	0.64
WBGene00228798	0	4.67	0.6	8.01	0	2.21	2.59	9.35	0	2.29	1.37	0
WBGene00228799	69.29	75.61	83.96	134.19	79.59	68.9	170.24	720.01	83.67	94.1	98.21	65.38
WBGene00228800	7.44	7.17	12.46	1.68	10.63	8.74	0	76.98	0	0	0	0
WBGene00228802	11.6	11.23	10.37	11.34	20.66	14.31	28.71	129.29	6.46	5.65	6.61	4.37
WBGene00228806	1.21	1	2.89	104.5	6.91	6.39	0.28	12.02	1.07	1.47	0.88	0.64
WBGene00228807	0	0	0	46.41	0	0	0.2	0	0	0	0	0.69
WBGene00228809	56.21	64.96	66.4	68.01	74.03	67.53	48.57	103.55	22.11	21.16	21.3	62.96
WBGene00228813	13.61	10.84	18.61	0	20.01	18.85	1.56	0	9.05	1.78	4.23	23.07
WBGene00228814	59.25	61.91	67.04	34.31	65.68	71.07	96.58	59.97	95.12	103.11	107.96	29.94
WBGene00228815	78.99	71.82	91.24	43.34	224.18	232.1	116.23	27.53	55.15	43.1	59.36	134.42
WBGene00228818	23.5	21.54	24.76	125.04	12.11	10.68	275.68	38.48	239.72	235.72	262.45	77.37
WBGene00228820	0	0	0	0	14.92	6.13	0.4	272.25	0	0	0	0
WBGene00228821	21.03	23.22	31.72	2.56	33.35	31.31	12.24	6.59	1.88	1.94	1.73	7.55
WBGene00228825	811.12	879.51	927.78	231.72	317.13	319.22	89.28	0	86.11	105.98	101.61	234.16
WBGene00228826	49.73	54.05	52.05	133.57	104.74	92.25	316.4	0	97.82	85.03	101.25	42.79
WBGene00228830	47.71	52.82	54.81	62.14	92.87	92.23	147.8	73.43	69.09	68.81	72.68	82.06
WBGene00228834	33.28	38.26	41.3	14.03	55.32	64.7	10.03	2.56	11.86	16.62	14	15.74
WBGene00228836	0	0	0	0	0	0	0.08	0	0	0	0	0
WBGene00228837	232.17	218.48	224.33	66.15	123.65	142.55	158.7	20.18	127.34	117.52	121.15	142.98
WBGene00228838	0	0	0	2.64	0	1	0.52	0	0	0	1.24	0
WBGene00228840	2.64	0	1.27	2.3	2.27	0	0.61	0	0	0	0	2.09
WBGene00228842	13.57	15.52	12.49	3.63	19.69	36.79	18.43	0	12.49	28.61	22.71	3.3
WBGene00228843	10.18	6.03	7.42	0.77	5.32	2.73	3.05	0	1.77	1.62	3.37	7.71
WBGene00228846	13.16	10.62	11.62	19.06	28.18	19.78	18.07	251.73	13.7	14.17	13.55	12.11
WBGene00228847	1.52	0.94	1.64	9.03	3.58	2.51	25.61	35.39	3.28	6.25	2.69	1.8
WBGene00228849	37.55	22.54	30.89	36.41	36.23	40.33	12.78	8.75	14.04	7.51	14.68	3.71
WBGene00228850	3.86	6.37	6.38	10.71	8.22	8.76	1.5	69.69	0.47	0.85	0.76	0.92
