# Differential expression analysis for study ERP0009481 contrast  across:biosourceprovider. Values are log2 of fold change for genes found differentially expressed with adjusted p-value < 0.05
# R version: ‘3.5.1’
# DESeq2 version: ‘1.22.1’
# !L3 vs L3 (GA sample): L3 (GA sample) - low replicates (1). L3 - low replicates (1)
	!L3 vs L3 (GA sample)
WBGene00230306	5.19
WBGene00230315	-4.16
WBGene00230316	5.93
WBGene00230317	0.83
WBGene00230319	2.01
WBGene00230321	2.71
WBGene00230322	4.39
WBGene00230323	5.50
WBGene00230326	1.59
WBGene00230328	5.97
WBGene00230329	5.35
WBGene00230331	-3.38
WBGene00230336	-3.84
WBGene00230340	3.04
WBGene00230342	0.65
WBGene00230343	-1.48
WBGene00230344	7.03
WBGene00230349	-3.69
WBGene00230353	-1.56
WBGene00230354	5.43
WBGene00230355	-3.70
WBGene00230356	-2.85
WBGene00230358	-2.51
WBGene00230359	-2.23
WBGene00230366	8.64
WBGene00230370	7.88
WBGene00230376	1.23
WBGene00230382	-9.46
WBGene00230384	1.56
WBGene00230385	4.95
WBGene00230386	-2.30
WBGene00230387	2.74
WBGene00230390	1.37
WBGene00230393	-1.00
WBGene00230394	-1.41
WBGene00230395	1.93
WBGene00230396	5.87
WBGene00230397	-4.39
WBGene00230399	-2.88
WBGene00230401	-3.53
WBGene00230403	-10.04
WBGene00230404	3.41
WBGene00230406	1.54
WBGene00230408	-7.13
WBGene00230411	-14.52
WBGene00230412	-1.45
WBGene00230414	-1.31
WBGene00230416	1.03
WBGene00230417	3.01
WBGene00230418	-4.80
WBGene00230419	1.23
WBGene00230423	-8.46
WBGene00230426	2.03
WBGene00230427	-1.47
WBGene00230429	-5.83
WBGene00230431	-3.95
WBGene00230436	-7.45
WBGene00230439	-7.09
WBGene00230443	-3.45
WBGene00230445	-7.33
WBGene00230451	4.66
WBGene00230452	-4.04
WBGene00230455	2.67
WBGene00230456	-1.10
WBGene00230460	-5.62
WBGene00230461	-4.04
WBGene00230462	-6.49
WBGene00230463	-10.46
WBGene00230464	-5.88
WBGene00230470	4.62
WBGene00230473	-0.49
WBGene00230474	-6.89
WBGene00230475	-13.07
WBGene00230476	-14.57
WBGene00230477	-14.17
WBGene00230480	9.34
WBGene00230481	-0.86
WBGene00230485	4.24
WBGene00230489	2.45
WBGene00230490	-2.04
WBGene00230493	-5.60
WBGene00230497	-0.61
WBGene00230500	-5.01
WBGene00230501	-2.98
WBGene00230502	-1.30
WBGene00230503	-6.13
WBGene00230504	-3.69
WBGene00230505	-1.67
WBGene00230507	3.29
WBGene00230508	-2.21
WBGene00230509	-4.45
WBGene00230510	7.07
WBGene00230511	7.82
WBGene00230512	-5.09
WBGene00230515	-1.31
WBGene00230523	2.79
WBGene00230526	7.37
WBGene00230530	8.53
WBGene00230531	-3.38
WBGene00230533	7.29
WBGene00230534	-2.76
WBGene00230535	3.18
WBGene00230536	-4.56
WBGene00230542	-1.65
WBGene00230546	-2.41
WBGene00230552	-13.34
WBGene00230556	1.47
WBGene00230558	5.81
WBGene00230560	-3.12
WBGene00230563	11.15
WBGene00230566	6.69
WBGene00230567	2.12
WBGene00230568	1.71
WBGene00230571	1.18
WBGene00230574	-6.13
WBGene00230576	4.00
WBGene00230577	-1.10
WBGene00230582	3.48
WBGene00230583	-1.77
WBGene00230585	-1.92
WBGene00230586	-6.33
WBGene00230588	8.33
WBGene00230589	-3.06
WBGene00230590	-4.43
WBGene00230591	-11.18
WBGene00230592	-8.55
WBGene00230598	-0.97
WBGene00230599	4.44
WBGene00230604	-2.27
WBGene00230605	-3.66
WBGene00230608	-2.52
WBGene00230609	-0.85
WBGene00230610	2.37
WBGene00230613	-11.16
WBGene00230614	-10.39
WBGene00230615	1.99
WBGene00230616	-3.48
WBGene00230617	-7.60
WBGene00230618	-3.38
WBGene00230619	0.88
WBGene00230620	3.07
WBGene00230622	-4.01
WBGene00230624	6.40
WBGene00230627	-8.13
WBGene00230628	8.02
WBGene00230633	3.06
WBGene00230634	-3.43
WBGene00230637	-6.82
WBGene00230639	9.08
WBGene00230640	-5.44
WBGene00230641	-9.04
WBGene00230642	-8.39
WBGene00230643	-2.88
WBGene00230644	-3.02
WBGene00230645	-1.11
WBGene00230646	-4.18
WBGene00230647	-2.28
WBGene00230651	-6.60
WBGene00230652	1.34
WBGene00230653	6.95
WBGene00230654	-11.23
WBGene00230655	1.05
WBGene00230656	-6.95
WBGene00230661	-1.86
WBGene00230662	-7.01
WBGene00230663	0.87
WBGene00230664	3.55
WBGene00230667	4.78
WBGene00230668	10.15
WBGene00230670	5.32
WBGene00230671	4.13
WBGene00230672	5.23
WBGene00230673	5.39
WBGene00230674	-5.46
WBGene00230675	-1.34
WBGene00230680	4.13
WBGene00230681	-2.32
WBGene00230685	7.23
WBGene00230686	6.50
WBGene00230687	6.58
WBGene00230688	1.74
WBGene00230690	3.54
WBGene00230691	8.09
WBGene00230692	-1.81
WBGene00230694	5.58
WBGene00230697	8.10
WBGene00230701	1.69
WBGene00230702	-2.41
WBGene00230704	5.47
WBGene00230705	6.11
WBGene00230706	-5.48
WBGene00230708	5.07
WBGene00230709	-3.65
WBGene00230711	-0.83
WBGene00230712	2.34
WBGene00230713	-3.40
WBGene00230715	-1.76
WBGene00230716	-0.90
WBGene00230717	4.93
WBGene00230718	-3.27
WBGene00230719	-2.18
WBGene00230729	-11.04
WBGene00230737	-8.01
WBGene00230739	-0.86
WBGene00230740	-2.80
WBGene00230741	-6.01
WBGene00230742	-2.36
WBGene00230743	-1.78
WBGene00230744	0.67
WBGene00230745	-1.42
WBGene00230746	-4.65
WBGene00230748	-1.12
WBGene00230750	1.07
WBGene00230757	-11.54
WBGene00230759	-9.77
WBGene00230763	2.20
WBGene00230764	0.60
WBGene00230767	2.91
WBGene00230768	-2.52
WBGene00230771	-2.62
WBGene00230773	-1.16
WBGene00230774	4.70
WBGene00230777	-3.90
WBGene00230779	-6.75
WBGene00230780	-3.16
WBGene00230782	-4.01
WBGene00230785	7.21
WBGene00230788	4.71
WBGene00230790	2.19
WBGene00230791	-2.84
WBGene00230792	-1.27
WBGene00230793	2.24
WBGene00230794	9.53
WBGene00230800	-4.09
WBGene00230805	-0.81
WBGene00230807	4.69
WBGene00230809	3.54
WBGene00230810	8.94
WBGene00230811	-8.46
WBGene00230816	4.62
WBGene00230818	-4.90
WBGene00230819	6.03
WBGene00230820	-7.68
WBGene00230821	1.81
WBGene00230822	4.13
WBGene00230823	6.23
WBGene00230825	1.36
WBGene00230826	-7.96
WBGene00230828	2.64
WBGene00230829	3.25
WBGene00230831	-2.90
WBGene00230832	0.78
WBGene00230834	-4.15
WBGene00230837	-6.75
WBGene00230838	-9.04
WBGene00230839	4.02
WBGene00230840	-3.74
WBGene00230841	3.75
WBGene00230842	8.67
WBGene00230844	-10.78
WBGene00230850	-2.59
WBGene00230852	1.08
WBGene00230857	-7.71
WBGene00230858	3.97
WBGene00230859	-7.99
WBGene00230862	-2.96
WBGene00230863	-9.79
WBGene00230865	-4.88
WBGene00230866	-5.01
WBGene00230867	-2.98
WBGene00230868	-3.37
WBGene00230869	-9.01
WBGene00230870	-3.14
WBGene00230873	-2.56
WBGene00230874	6.36
WBGene00230877	-2.96
WBGene00230881	-8.33
WBGene00230884	1.24
WBGene00230888	-8.20
WBGene00230893	-3.73
WBGene00230895	-1.90
WBGene00230897	1.23
WBGene00230899	4.54
WBGene00230910	-13.76
WBGene00230913	-8.56
WBGene00230914	2.04
WBGene00230918	-3.18
WBGene00230919	-5.33
WBGene00230921	2.53
WBGene00230922	-4.28
WBGene00230928	-10.48
WBGene00230930	2.58
WBGene00230934	4.18
WBGene00230935	-2.80
WBGene00230936	1.98
WBGene00230937	1.73
WBGene00230941	3.16
WBGene00230942	-4.45
WBGene00230944	3.55
WBGene00230945	8.79
WBGene00230946	-1.35
WBGene00230947	8.99
WBGene00230948	-2.71
WBGene00230949	8.58
WBGene00230951	8.59
WBGene00230952	2.23
WBGene00230956	1.65
WBGene00230957	4.48
WBGene00230958	7.67
WBGene00230960	-9.78
WBGene00230963	4.00
WBGene00230964	4.69
WBGene00230969	3.29
WBGene00230970	7.48
WBGene00230974	-4.49
WBGene00230975	4.44
WBGene00230976	5.28
WBGene00230978	-8.42
WBGene00230981	6.85
WBGene00230987	-11.46
WBGene00230988	-0.62
WBGene00230992	-0.95
WBGene00230995	-14.55
WBGene00230996	-11.73
WBGene00230999	-3.08
WBGene00231002	-2.68
WBGene00231007	1.23
WBGene00231009	-2.29
WBGene00231010	8.06
WBGene00231019	-9.78
WBGene00231024	8.45
WBGene00231026	2.80
WBGene00231030	3.87
WBGene00231031	1.73
WBGene00231034	-5.57
WBGene00231036	-1.96
WBGene00231040	-11.26
WBGene00231041	4.57
WBGene00231042	2.10
WBGene00231044	-4.76
WBGene00231047	3.66
WBGene00231049	4.55
WBGene00231050	1.87
WBGene00231051	7.47
WBGene00231052	5.21
WBGene00231054	4.20
WBGene00231056	1.91
WBGene00231061	6.95
WBGene00231063	-6.43
WBGene00231064	4.15
WBGene00231065	7.52
WBGene00231066	9.32
WBGene00231069	5.48
WBGene00231071	5.93
WBGene00231076	-4.88
WBGene00231078	2.33
WBGene00231079	7.87
WBGene00231080	6.04
WBGene00231081	3.05
WBGene00231082	6.49
WBGene00231083	4.01
WBGene00231084	-2.87
WBGene00231085	1.94
WBGene00231086	-2.89
WBGene00231087	-4.19
WBGene00231090	-0.94
WBGene00231093	9.14
WBGene00231094	5.51
WBGene00231096	4.26
WBGene00231103	3.91
WBGene00231104	4.99
WBGene00231105	0.88
WBGene00231106	0.84
WBGene00231107	7.10
WBGene00231108	-5.48
WBGene00231109	6.38
WBGene00231110	6.38
WBGene00231111	4.94
WBGene00231112	2.10
WBGene00231117	6.17
WBGene00231119	-1.50
WBGene00231120	-0.52
WBGene00231121	5.71
WBGene00231123	4.84
WBGene00231124	-10.14
WBGene00231126	-6.63
WBGene00231128	-4.20
WBGene00231130	4.87
WBGene00231132	-2.61
WBGene00231140	-4.46
WBGene00231142	-2.90
WBGene00231145	2.26
WBGene00231146	-9.87
WBGene00231151	6.99
WBGene00231153	6.47
WBGene00231155	2.98
WBGene00231158	-1.19
WBGene00231159	-1.63
WBGene00231163	6.08
WBGene00231166	0.87
WBGene00231167	-2.84
WBGene00231169	-5.18
WBGene00231170	9.68
WBGene00231171	-4.86
WBGene00231173	3.64
WBGene00231176	-3.34
WBGene00231177	1.71
WBGene00231179	7.35
WBGene00231180	2.15
WBGene00231182	3.92
WBGene00231183	-0.64
WBGene00231186	7.78
WBGene00231188	-5.87
WBGene00231191	6.30
WBGene00231192	6.11
WBGene00231193	7.61
WBGene00231196	4.05
WBGene00231199	-6.46
WBGene00231201	6.29
WBGene00231205	5.43
WBGene00231207	2.75
WBGene00231208	-0.79
WBGene00231210	1.96
WBGene00231213	-4.60
WBGene00231216	1.11
WBGene00231220	-2.10
WBGene00231221	-1.97
WBGene00231226	9.27
WBGene00231228	5.78
WBGene00231230	6.10
WBGene00231231	5.42
WBGene00231232	2.83
WBGene00231233	4.81
WBGene00231234	9.18
WBGene00231235	-2.93
WBGene00231239	1.74
WBGene00231240	1.12
WBGene00231241	-1.99
WBGene00231245	1.32
WBGene00231249	2.12
WBGene00231250	7.72
WBGene00231252	8.40
WBGene00231253	7.72
WBGene00231254	-5.60
WBGene00231259	1.11
WBGene00231260	2.30
WBGene00231261	7.45
WBGene00231262	2.74
WBGene00231263	1.91
WBGene00231264	1.20
WBGene00231268	3.52
WBGene00231273	5.02
WBGene00231274	1.20
WBGene00231275	0.70
WBGene00231276	-0.99
WBGene00231279	-1.45
WBGene00231280	6.07
WBGene00231281	-5.75
WBGene00231288	-4.16
WBGene00231289	1.31
WBGene00231290	-5.42
WBGene00231292	-3.33
WBGene00231293	-6.51
WBGene00231294	-6.11
WBGene00231297	-1.39
WBGene00231299	-1.45
WBGene00231300	-5.43
WBGene00231301	5.14
WBGene00231306	1.51
WBGene00231307	-1.17
WBGene00231308	1.36
WBGene00231309	-6.95
WBGene00231310	-14.03
WBGene00231312	-5.60
WBGene00231313	-3.63
WBGene00231314	-3.22
WBGene00231315	-3.53
WBGene00231318	-0.83
WBGene00231320	-3.38
WBGene00231322	-4.38
WBGene00231327	-5.22
WBGene00231330	7.79
WBGene00231331	3.20
WBGene00231332	7.20
WBGene00231333	-11.16
WBGene00231334	-2.50
WBGene00231337	-1.07
WBGene00231339	-1.18
WBGene00231340	-2.27
WBGene00231343	6.18
WBGene00231344	3.01
WBGene00231347	5.68
WBGene00231349	3.36
WBGene00231351	-4.43
WBGene00231352	-7.64
WBGene00231354	-1.43
WBGene00231356	2.57
WBGene00231359	-4.65
WBGene00231360	-10.04
WBGene00231363	-2.03
WBGene00231365	-3.62
WBGene00231369	-12.63
WBGene00231371	-10.04
WBGene00231373	5.64
WBGene00231375	2.94
WBGene00231384	-0.42
WBGene00231396	-1.07
WBGene00231400	3.96
WBGene00231406	2.71
WBGene00231409	0.88
WBGene00231410	-1.88
WBGene00231417	-3.86
WBGene00231418	4.05
WBGene00231420	-1.13
WBGene00231434	3.84
WBGene00231437	-1.53
WBGene00231441	7.49
WBGene00231447	2.97
WBGene00231448	-0.61
WBGene00231453	-7.46
WBGene00231458	-3.69
WBGene00231465	2.53
WBGene00231467	0.80
WBGene00231470	-2.47
WBGene00231471	-0.39
WBGene00231484	-4.07
WBGene00231488	3.55
WBGene00231492	1.97
WBGene00231494	0.92
WBGene00231497	-1.04
WBGene00231501	-1.71
WBGene00231502	6.61
WBGene00231504	-2.01
WBGene00231518	0.90
WBGene00231526	-2.00
WBGene00231537	-2.20
WBGene00231539	2.78
WBGene00231551	-0.84
WBGene00231553	-6.69
WBGene00231555	-1.67
WBGene00231565	0.66
WBGene00231568	1.32
WBGene00231570	-1.62
WBGene00231575	0.80
WBGene00231578	-1.03
WBGene00231591	-4.93
WBGene00231593	-3.05
WBGene00231597	-4.43
WBGene00231600	-1.05
WBGene00231608	-2.14
WBGene00231609	-2.31
WBGene00231621	8.30
WBGene00231627	-2.40
WBGene00231633	-5.33
WBGene00231639	-1.21
WBGene00231641	-2.17
WBGene00231644	-10.63
WBGene00231650	-2.24
WBGene00231658	-3.03
WBGene00231663	3.78
WBGene00231666	-2.99
WBGene00231681	1.45
WBGene00231685	-2.13
WBGene00231707	-4.08
WBGene00231709	-3.97
WBGene00231728	-4.87
WBGene00231729	-8.68
WBGene00231732	0.64
WBGene00231736	-1.26
WBGene00231737	-2.99
WBGene00231747	3.89
WBGene00231755	-4.33
WBGene00231756	-8.33
WBGene00231761	-0.92
WBGene00231772	-7.37
WBGene00231787	-4.05
WBGene00231793	-5.51
WBGene00231802	5.72
WBGene00231804	-2.48
WBGene00231806	-1.57
WBGene00231810	-9.32
WBGene00231811	-3.10
WBGene00231817	-1.27
WBGene00231818	-0.99
WBGene00231819	-5.44
WBGene00231820	-4.56
WBGene00231825	-2.56
WBGene00231827	-1.36
WBGene00231834	-1.79
WBGene00231836	-1.98
WBGene00231838	-2.26
WBGene00231855	-5.74
WBGene00231862	2.35
WBGene00231869	-6.44
WBGene00231870	-1.85
WBGene00231872	-5.60
WBGene00231873	-2.27
WBGene00231878	-3.33
WBGene00231885	-3.64
WBGene00231889	-6.94
WBGene00231898	-3.81
WBGene00231899	-1.27
WBGene00231901	-1.53
WBGene00231903	-8.16
WBGene00231909	-9.47
WBGene00231913	-1.95
WBGene00231921	-1.80
WBGene00231924	-6.10
WBGene00231926	-6.07
WBGene00231932	-1.81
WBGene00231934	-2.04
WBGene00231935	-5.45
WBGene00231941	1.84
WBGene00231946	1.81
WBGene00231956	-4.43
WBGene00231957	-2.31
WBGene00231974	1.85
WBGene00231978	-10.63
WBGene00231979	-2.74
WBGene00232040	-3.66
WBGene00232070	-7.27
WBGene00232196	3.84
WBGene00232204	7.69
WBGene00232207	2.60
WBGene00232208	-0.88
WBGene00232213	7.06
WBGene00232222	-2.67
WBGene00232223	2.41
WBGene00232229	-0.46
WBGene00232242	-2.29
WBGene00232244	-2.32
WBGene00232260	4.77
WBGene00232261	1.48
WBGene00232265	2.74
WBGene00232279	-1.81
WBGene00232295	2.82
WBGene00232296	-11.85
WBGene00232297	1.42
WBGene00232303	1.04
WBGene00232315	-3.64
WBGene00232321	2.17
WBGene00232323	-4.63
WBGene00232330	2.98
WBGene00232345	-1.75
WBGene00232349	-4.01
WBGene00232354	-0.84
WBGene00232359	-3.54
WBGene00232369	-1.04
WBGene00232370	-5.66
WBGene00232384	-0.80
WBGene00232399	-3.28
WBGene00232400	-2.90
WBGene00232401	2.47
WBGene00232414	-1.13
WBGene00232433	-4.77
WBGene00232446	-5.22
WBGene00232449	-1.30
WBGene00232452	2.57
WBGene00232469	-1.93
WBGene00232472	-0.89
WBGene00232474	-1.00
WBGene00232475	-2.15
WBGene00232477	-1.89
WBGene00232486	-2.95
WBGene00232497	-0.83
WBGene00232511	-2.70
WBGene00232514	-1.76
WBGene00232519	-2.79
WBGene00232523	-3.48
WBGene00232525	-1.76
WBGene00232531	-1.78
WBGene00232537	-4.75
WBGene00232548	-2.73
WBGene00232553	-1.15
WBGene00232560	-2.37
WBGene00232565	1.54
WBGene00232569	-4.97
WBGene00232575	-2.27
WBGene00232576	2.39
WBGene00232577	-5.79
WBGene00232585	-0.68
WBGene00232587	-6.05
WBGene00232590	-4.40
WBGene00232592	3.35
WBGene00232593	-2.13
WBGene00232597	-3.01
WBGene00232604	8.55
WBGene00232610	-3.94
WBGene00232618	-4.01
WBGene00232622	-1.66
WBGene00232623	-2.57
WBGene00232630	-9.20
WBGene00232647	1.25
WBGene00232650	-4.56
WBGene00232673	0.99
WBGene00232677	-1.53
WBGene00232680	6.28
WBGene00232682	3.26
WBGene00232703	8.72
WBGene00232721	-3.23
WBGene00232729	4.51
WBGene00232739	-5.08
WBGene00232754	-1.35
WBGene00232760	-0.61
WBGene00232764	0.86
WBGene00232772	0.78
WBGene00232788	7.10
WBGene00232797	-0.84
WBGene00232819	-0.73
WBGene00232823	5.53
WBGene00232826	-3.59
WBGene00232827	-12.21
WBGene00232840	-1.71
WBGene00232851	-0.82
WBGene00232853	8.10
WBGene00232859	5.07
WBGene00232866	0.92
WBGene00232867	-1.11
WBGene00232872	-1.06
WBGene00232873	1.87
WBGene00232874	2.01
WBGene00232889	-3.77
WBGene00232890	-2.49
WBGene00232899	-0.98
WBGene00232900	0.61
WBGene00232912	-1.63
WBGene00232917	8.23
WBGene00232946	6.07
WBGene00232975	1.12
WBGene00232979	-3.95
WBGene00232993	-2.41
WBGene00232994	2.79
WBGene00233006	-1.93
WBGene00233012	-2.62
WBGene00233027	-3.13
WBGene00233028	-2.23
WBGene00233030	-11.78
WBGene00233035	-3.48
WBGene00233036	3.38
WBGene00233037	4.56
WBGene00233041	0.96
WBGene00233046	-4.28
WBGene00233048	-3.92
WBGene00233049	7.59
WBGene00233050	5.83
WBGene00233052	8.57
WBGene00233053	9.62
WBGene00233054	-4.62
WBGene00233056	-2.65
WBGene00233057	-4.36
WBGene00233058	-2.60
WBGene00233059	-7.43
WBGene00233060	-9.22
WBGene00233061	-1.61
WBGene00233062	-3.41
WBGene00233064	2.72
WBGene00233065	4.54
WBGene00233066	4.29
WBGene00233068	-2.69
WBGene00233070	-1.08
WBGene00233073	-1.93
WBGene00233076	3.95
WBGene00233077	7.27
WBGene00233078	6.93
WBGene00233083	7.53
WBGene00233085	-5.43
WBGene00233089	1.28
WBGene00233090	4.92
WBGene00233091	1.24
WBGene00233092	1.79
WBGene00233095	5.63
WBGene00233096	1.46
WBGene00233099	7.39
WBGene00233103	8.64
WBGene00233104	-1.94
WBGene00233106	4.39
WBGene00233110	5.28
WBGene00233112	-2.31
WBGene00233117	2.55
WBGene00233118	3.18
WBGene00233121	-3.62
WBGene00233124	2.46
WBGene00233126	4.27
WBGene00233128	6.03
WBGene00233130	6.98
WBGene00233131	1.72
WBGene00233137	7.95
WBGene00233138	7.10
WBGene00233143	3.32
WBGene00233144	7.06
WBGene00233145	-6.01
WBGene00233147	7.61
WBGene00233148	7.07
WBGene00233149	4.80
WBGene00233150	-7.13
WBGene00233151	-2.60
WBGene00233153	-3.93
WBGene00233154	1.46
WBGene00233158	2.01
WBGene00233161	3.93
WBGene00233163	2.70
WBGene00233164	8.32
WBGene00233166	3.60
WBGene00233169	-2.19
WBGene00233170	2.81
WBGene00233173	2.20
WBGene00233175	6.53
WBGene00233179	2.26
WBGene00233180	2.85
WBGene00233181	2.16
WBGene00233182	-2.36
WBGene00233184	-8.46
WBGene00233186	-0.44
WBGene00233190	10.00
WBGene00233198	-3.28
WBGene00233199	3.38
WBGene00233200	10.48
WBGene00233203	3.52
WBGene00233204	0.74
WBGene00233207	7.00
WBGene00233208	-1.43
WBGene00233211	-2.14
WBGene00233212	2.53
WBGene00233214	6.90
WBGene00233216	-2.22
WBGene00233217	6.40
WBGene00233227	7.23
WBGene00233228	7.45
WBGene00233234	4.34
WBGene00233235	-4.24
WBGene00233236	-3.43
WBGene00233237	-4.43
WBGene00233240	-8.33
WBGene00233241	3.92
WBGene00233242	1.23
WBGene00233243	5.81
WBGene00233245	-1.91
WBGene00233246	-14.73
WBGene00233248	-2.44
WBGene00233251	1.98
WBGene00233253	-4.66
WBGene00233258	-1.99
WBGene00233265	-1.90
WBGene00233266	-3.54
WBGene00233267	-2.49
WBGene00233276	-3.07
WBGene00233277	-12.36
WBGene00233279	-4.86
WBGene00233292	-4.01
WBGene00233296	5.08
WBGene00233304	-5.75
WBGene00233309	5.24
WBGene00233310	-6.60
WBGene00233326	-4.92
WBGene00233336	4.79
WBGene00233347	-7.47
WBGene00233375	5.05
WBGene00233412	6.54
WBGene00233423	-1.26
WBGene00233424	7.49
WBGene00233461	-12.54
WBGene00233471	1.87
WBGene00233484	5.05
WBGene00233489	4.11
WBGene00233503	-5.05
WBGene00233512	6.37
WBGene00233542	6.18
WBGene00233550	-7.71
WBGene00233554	7.06
WBGene00233563	-9.45
WBGene00233573	-2.73
WBGene00233578	4.95
WBGene00233589	2.58
WBGene00233593	-4.65
WBGene00233596	-2.85
WBGene00233597	-6.10
WBGene00233599	-7.85
WBGene00233609	-5.12
WBGene00233613	-1.93
WBGene00233633	-4.54
WBGene00233649	4.36
WBGene00233650	-4.62
WBGene00233654	5.83
WBGene00233658	-6.15
WBGene00233668	-3.74
WBGene00233686	-2.49
WBGene00233709	-7.01
WBGene00233723	-5.40
WBGene00233734	-11.61
WBGene00233758	-4.77
WBGene00233767	-8.64
WBGene00233771	-2.27
WBGene00233792	-2.43
WBGene00233793	1.56
WBGene00233800	-6.05
WBGene00233805	3.74
WBGene00233821	3.46
WBGene00233825	-2.69
WBGene00233831	-7.01
WBGene00233834	-1.88
WBGene00233838	-2.91
WBGene00233841	-1.84
WBGene00233845	-4.09
WBGene00233847	-3.64
WBGene00233848	-5.90
WBGene00233852	-2.65
WBGene00233853	-3.01
WBGene00233855	-3.52
WBGene00233857	-3.29
WBGene00233858	-1.76
WBGene00233859	5.14
WBGene00233865	1.82
WBGene00233869	-4.77
WBGene00233874	-2.31
WBGene00233878	-2.51
WBGene00233880	-1.46
WBGene00233881	-8.46
WBGene00233890	-1.11
WBGene00233905	-3.42
WBGene00233911	2.13
WBGene00233912	6.25
WBGene00233913	-2.00
WBGene00233914	6.18
WBGene00233915	-1.13
WBGene00233916	2.10
WBGene00233917	-1.02
WBGene00233918	3.11
WBGene00233919	2.74
WBGene00233921	8.91
WBGene00233922	2.33
WBGene00233923	11.19
WBGene00233924	6.80
WBGene00233925	2.02
WBGene00233928	8.88
WBGene00233929	7.00
WBGene00233930	9.57
WBGene00233931	4.22
WBGene00233932	9.17
WBGene00233933	7.43
WBGene00233934	6.34
WBGene00233936	3.86
WBGene00233937	2.58
WBGene00233938	-1.38
WBGene00233939	1.21
WBGene00233940	5.05
WBGene00233941	2.55
WBGene00233942	7.05
WBGene00233943	5.05
WBGene00233944	9.09
WBGene00233945	1.13
WBGene00233946	-2.06
WBGene00233947	7.33
WBGene00233948	1.51
WBGene00233949	8.41
WBGene00233951	4.48
WBGene00233952	-0.74
WBGene00233953	0.90
WBGene00233954	4.79
WBGene00233955	3.96
WBGene00233956	2.07
WBGene00233957	3.92
WBGene00233958	1.33
WBGene00233959	3.72
WBGene00233964	2.09
WBGene00233965	2.55
WBGene00233966	0.74
WBGene00233967	1.80
WBGene00233968	10.31
WBGene00233969	1.68
WBGene00233970	0.47
WBGene00233971	7.22
WBGene00233973	-2.04
WBGene00233974	3.53
WBGene00233975	2.53
WBGene00233976	-3.10
WBGene00233977	-2.18
WBGene00233978	9.68
WBGene00233979	-0.68
WBGene00233980	7.87
WBGene00233981	2.69
WBGene00233982	6.11
WBGene00233983	9.14
WBGene00233984	8.64
WBGene00233985	1.78
WBGene00233986	2.61
WBGene00233988	1.98
WBGene00233989	0.66
WBGene00233990	5.28
WBGene00233992	6.82
WBGene00233993	-3.09
WBGene00233994	1.16
WBGene00233995	-6.36
WBGene00233996	2.89
WBGene00233997	5.85
WBGene00233999	1.46
WBGene00234000	5.84
WBGene00234001	5.68
WBGene00234002	4.32
WBGene00234003	6.54
WBGene00234004	1.73
WBGene00234007	0.98
WBGene00234009	3.02
WBGene00234011	9.05
WBGene00234012	4.53
WBGene00234013	-1.53
WBGene00234014	3.72
WBGene00234018	5.34
WBGene00234019	-0.75
WBGene00234020	-1.94
WBGene00234021	0.98
WBGene00234022	-1.06
WBGene00234023	0.86
WBGene00234024	-1.14
WBGene00234027	8.04
WBGene00234028	-2.99
WBGene00234029	5.08
WBGene00234030	6.23
WBGene00234031	7.53
WBGene00234032	2.22
WBGene00234033	-1.43
WBGene00234035	3.33
WBGene00234036	-1.06
WBGene00234038	-1.02
WBGene00234039	9.42
WBGene00234040	2.41
WBGene00234041	2.85
WBGene00234042	8.09
WBGene00234043	1.11
WBGene00234044	10.23
WBGene00234045	1.23
WBGene00234046	3.34
WBGene00234047	1.85
WBGene00234048	1.67
WBGene00234049	2.26
WBGene00234051	3.68
WBGene00234052	-1.70
WBGene00234054	1.57
WBGene00234055	-0.72
WBGene00234056	-1.33
WBGene00234057	-0.94
WBGene00234058	2.08
WBGene00234059	-1.23
WBGene00234060	8.83
WBGene00234061	-2.90
WBGene00234064	0.66
WBGene00234066	3.46
WBGene00234067	-2.20
WBGene00234068	2.32
WBGene00234069	3.21
WBGene00234070	0.53
WBGene00234071	1.07
WBGene00234072	-2.30
WBGene00234073	0.75
WBGene00234075	0.77
WBGene00234076	2.21
WBGene00234077	-2.60
WBGene00234079	1.81
WBGene00234080	-1.91
WBGene00234081	4.07
WBGene00234083	6.43
WBGene00234084	-3.07
WBGene00234085	8.57
WBGene00234086	0.56
WBGene00234089	4.68
WBGene00234091	0.75
WBGene00234092	3.25
WBGene00234093	2.46
WBGene00234094	4.07
WBGene00234095	-2.39
WBGene00234096	3.81
WBGene00234097	4.92
WBGene00234098	5.10
WBGene00234099	9.71
WBGene00234100	2.62
WBGene00234103	3.55
WBGene00234104	4.18
WBGene00234105	-1.94
WBGene00234106	4.24
WBGene00234107	-0.73
WBGene00234109	3.83
WBGene00234111	8.69
WBGene00234112	7.47
WBGene00234116	7.61
WBGene00234117	-1.11
WBGene00234118	-0.93
WBGene00234119	9.04
WBGene00234120	5.49
WBGene00234121	2.93
WBGene00234122	0.97
WBGene00234123	6.06
WBGene00234124	-2.71
WBGene00234126	0.81
WBGene00234129	4.47
WBGene00234131	-2.00
WBGene00234132	8.45
WBGene00234133	8.14
WBGene00234134	-2.16
WBGene00234135	4.43
WBGene00234136	-3.02
WBGene00234137	4.40
WBGene00234139	-0.61
WBGene00234140	10.70
WBGene00234141	4.01
WBGene00234142	-2.25
WBGene00234143	5.31
WBGene00234149	6.74
